"SC","名称","市場","業種","日付","株価","前日比","前日比(％)","前日終値","始値","高値","安値","VWAP","出来高","出来高率(％)","売買代金(千円)","時価総額(百万円)","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率(％)","安値日付","年初来安値","年初来安値乖離率(％)"
"6203","豊和工業","東証ST","機械","20250502","1081","-6","-0.55","1087","1094","1100","1072","1085.57","145600","1.16","158059","13565","787","1387","20250318","1412","23.44","20250407","894","20.92"
"6208","石川製作所","東証ST","機械","20250502","1382","-2","-0.14","1384","1377","1389","1363","1377.26","57600","0.9","79330","8825","1084","1684","20250319","1510","8.48","20250407","1090","26.79"
"6209","リケンNPR","東証PR","機械","20250502","2372","25","1.07","2347","2369","2395","2354","2375.31","76500","0.27","181711","67004","1847","2847","20250319","2730","13.11","20250409","1896","25.11"
"6210","TOYOイノベックス","東証ST","機械","20250502","580","4","0.69","576","577","580","573","577.33","25700","0.12","14837","12008","476","676","20250321","672","13.69","20250407","500","16"
"6217","津田駒工業","東証ST","機械","20250502","390","0","0","390","389","390","384","388.51","6100","0.09","2370","2655","310","470","20250116","466","16.31","20250407","332","17.47"
"6218","エンシュウ","東証ST","機械","20250502","453","3","0.67","450","451","453","450","451.25","7100","0.11","3204","2878","370","530","20250107","540","16.11","20250407","415","9.16"
"6222","島精機製作所","東証PR","機械","20250502","879","5","0.57","874","878","885","871","878.08","79000","0.22","69368","31468","724","1024","20250127","1072","18","20250409","714","23.11"
"6223","西部技研","東証ST","機械","20250502","1521","6","0.4","1515","1515","1521","1502","1513.5","24400","0.12","36930","31181","1115","1915","20250117","1962","22.48","20250407","1325","14.79"
"6224","JRC","東証GR","機械","20250502","945","-7","-0.74","952","950","955","939","945.28","42100","0.33","39796","12119","802","1102","20250121","1118","15.47","20250407","824","14.68"
"6226","守谷輸送機工業","東証ST","機械","20250502","2841","4","0.14","2837","2800","2876","2781","2837.85","99600","0.56","282650","50096","2337","3340","20250423","2903","2.14","20250225","2203","28.96"
"6227","AIメカテック","東証ST","機械","20250502","2576","170","7.07","2406","2416","2584","2406","2497.25","97400","1.55","243233","16185","1906","2906","20250218","4280","39.81","20250407","2025","27.21"
"6228","ジェイ・イー・ティ","東証ST","機械","20250502","833","-17","-2","850","850","868","820","839.08","28200","0.21","23662","11221","700","1000","20250107","1486","43.94","20250407","563","47.96"
"6229","オーケーエム","東証ST","機械","20250502","1247","-11","-0.87","1258","1256","1256","1234","1240.19","4200","0.09","5209","5659","958","1558","20250214","1430","12.8","20250407","1050","18.76"
"6230","SANEI","東証ST","機械","20250502","2005","73","3.78","1932","1940","2005","1940","1974.36","10400","0.23","20533","9179","1532","2332","20250502","2005","0","20250407","1670","20.06"
"6231","木村工機","東証ST","機械","20250502","9320","-110","-1.17","9430","9600","9810","9170","9493.38","6800","0.18","64555","35873","7930","10930","20250428","10140","8.09","20250115","5850","59.32"
"6232","ACSL","東証GR","機械","20250502","930","-13","-1.38","943","933","940","920","928.32","316000","2.05","293351","14354","793","1093","20250321","1330","30.08","20250106","770","20.78"
"6233","KLASS","東証ST","機械","20250502","405","-1","-0.25","406","411","411","404","405.9","1000","0.02","406","2183","326","486","20250422","543","25.41","20250407","339","19.47"
"6235","オプトラン","東証PR","機械","20250502","1421","2","0.14","1419","1429","1432","1407","1421.81","72200","0.16","102655","63033","1119","1719","20250210","1925","26.18","20250409","1158","22.71"
"6237","イワキ","東証PR","機械","20250502","2377","-15","-0.63","2392","2412","2461","2306","2378.8","40100","0.18","95390","53461","1892","2892","20250106","2573","7.62","20250407","1579","50.54"
"6238","フリュー","東証PR","機械","20250502","919","-2","-0.22","921","923","927","914","920","67800","0.24","62376","26004","771","1071","20250106","1115","17.58","20250407","807","13.88"
"6239","ナガオカ","東証ST","機械","20250502","1248","-10","-0.79","1258","1258","1260","1239","1249.77","3000","0.04","3749","8834","958","1558","20250328","1296","3.7","20250407","968","28.93"
"6240","ヤマシンフィルタ","東証PR","機械","20250502","532","11","2.11","521","517","537","515","526.01","495100","0.69","260428","37942","421","621","20250106","675","21.19","20250407","413","28.81"
"6245","ヒラノテクシード","東証ST","機械","20250502","1585","2","0.13","1583","1589","1594","1578","1586.27","22900","0.15","36326","24400","1183","1983","20250106","1925","17.66","20250407","1351","17.32"
"6246","テクノスマート","東証ST","機械","20250502","1578","-19","-1.19","1597","1616","1621","1578","1592.64","4700","0.04","7485","19570","1197","1997","20250204","1855","14.93","20250407","1357","16.29"
"6247","日阪製作所","東証PR","機械","20250502","1015","-4","-0.39","1019","1017","1018","1009","1014.1","34700","0.12","35189","29164","719","1319","20250108","1094","7.22","20250407","852","19.13"
"6248","横田製作所","東証ST","機械","20250502","1518","-22","-1.43","1540","1540","1540","1518","1526.8","1000","0.05","1527","2844","1140","1940","20250423","1644","7.66","20250116","1295","17.22"
"6249","ゲームカード・ジョイコホールディングス","東証ST","機械","20250502","2277","8","0.35","2269","2282","2300","2262","2284.19","14800","0.1","33806","33430","1769","2769","20250206","2595","12.25","20250407","1950","16.77"
"6250","やまびこ","東証PR","機械","20250502","2175","31","1.45","2144","2166","2212","2160","2186.75","132200","0.3","289088","95936","1644","2644","20250128","2808","22.54","20250407","1785","21.85"
"6254","野村マイクロ・サイエンス","東証PR","機械","20250502","2354","-20","-0.84","2374","2398","2398","2307","2350.17","538100","1.33","1264624","95591","1874","2874","20250108","3140","25.03","20250407","1720","36.86"
"6255","エヌ・ピー・シー","東証GR","機械","20250502","761","-6","-0.78","767","767","771","741","757.71","497300","2.26","376810","16782","617","917","20250115","1022","25.54","20250411","587","29.64"
"6257","藤商事","東証ST","機械","20250502","1091","2","0.18","1089","1091","1102","1085","1092.38","24700","0.11","26982","24979","789","1389","20250207","1428","23.6","20250407","971","12.36"
"6258","平田機工","東証PR","機械","20250502","1495","10","0.67","1485","1486","1496","1468","1485.67","113900","0.35","169218","48241","1185","1785","20250122","1877","20.35","20250407","1099","36.03"
"6262","PEGASUS","東証PR","機械","20250502","467","-2","-0.43","469","470","470","460","464.45","26500","0.11","12308","11595","389","549","20250328","557","16.16","20250407","395","18.23"
"6264","マルマエ","東証PR","機械","20250502","1171","-26","-2.17","1197","1202","1222","1170","1193.42","113600","0.87","135573","15285","897","1497","20250110","1802","35.02","20250407","894","30.98"
"6265","コンバム","東証ST","機械","20250502","1990","37","1.89","1953","1993","1993","1965","1989.13","800","0.05","1591","3297","1553","2353","20250129","2145","7.23","20250407","1766","12.68"
"6266","タツモ","東証PR","機械","20250502","1718","-38","-2.16","1756","1757","1766","1713","1732.18","90000","0.61","155897","25499","1356","2156","20250227","2525","31.96","20250407","1302","31.95"
"6267","ゼネラルパッカー","東証ST","機械","20250502","2820","-8","-0.28","2828","2828","2828","2820","2824.6","500","0.03","1412","5073","2328","3330","20250428","3040","7.24","20250407","2535","11.24"
"6268","ナブテスコ","東証PR","機械","20250502","2251.5","60.5","2.76","2191","2239","2277","2209","2246.82","1241800","1.03","2790104","272576","1691","2691","20250128","2867","21.47","20250409","1888","19.25"
"6269","三井海洋開発","東証PR","機械","20250502","4295","70","1.66","4225","4245","4335","4215","4273.66","301700","0.44","1289363","293543","3525","4925","20250214","4640","7.44","20250207","3100","38.55"
"6272","レオン自動機","東証PR","機械","20250502","1198","32","2.74","1166","1175","1200","1175","1190.47","58000","0.2","69047","34014","866","1466","20250129","1497","19.97","20250407","1020","17.45"
"6273","SMC","東証PR","機械","20250502","47000","-160","-0.34","47160","47180","47430","46800","47048.98","315200","0.47","14829839","3166360","40160","54160","20250107","62370","24.64","20250421","41700","12.71"
"6276","シリウスビジョン","東証ST","電気機器","20250502","278","0","0","278","278","278","274","276.88","11500","0.2","3184","1591","198","358","20250129","365","23.84","20250407","225","23.56"
"6277","ホソカワミクロン","東証PR","機械","20250502","3935","30","0.77","3905","3890","3945","3880","3920.06","35100","0.22","137594","61900","3205","4605","20250128","4405","10.67","20250407","3235","21.64"
"6278","ユニオンツール","東証PR","機械","20250502","3655","5","0.14","3650","3660","3690","3620","3652.32","31300","0.16","114318","72296","2950","4350","20250214","5290","30.91","20250407","3120","17.15"
"6279","瑞光","東証PR","機械","20250502","1040","-21","-1.98","1061","1061","1071","1032","1043.92","68300","0.24","71300","29952","761","1361","20250130","1414","26.45","20250407","941","10.52"
"6282","オイレス工業","東証PR","機械","20250502","2118","-3","-0.14","2121","2138","2138","2106","2121.21","40700","0.12","86333","70530","1621","2621","20250127","2500","15.28","20250407","1900","11.47"
"6284","日精エー・エス・ビー機械","東証PR","機械","20250502","4540","30","0.67","4510","4515","4545","4500","4522.9","20500","0.13","92720","69683","3810","5210","20250214","5870","22.66","20250407","3970","14.36"
"6286","靜甲","東証ST","機械","20250502","840","0","0","840","849","849","840","840.97","3900","0.06","3280","5446","690","990","20250324","1015","17.24","20250407","677","24.08"
"6287","サトー","東証PR","機械","20250502","2066","8","0.39","2058","2073","2079","2056","2066.89","30400","0.09","62834","69492","1558","2558","20250213","2380","13.19","20250407","1776","16.33"
"6289","技研製作所","東証PR","機械","20250502","1428","6","0.42","1422","1422","1448","1415","1431.31","36500","0.13","52243","40262","1122","1722","20250106","1773","19.46","20250407","1142","25.04"
"6291","日本エアーテック","東証ST","機械","20250502","1040","-8","-0.76","1048","1048","1053","1035","1041.18","11900","0.11","12390","10960","748","1348","20250106","1122","7.31","20250407","921","12.92"
"6292","カワタ","東証ST","機械","20250502","770","-4","-0.52","774","772","778","769","772.79","4800","0.07","3709","5552","624","924","20250325","816","5.64","20250407","690","11.59"
"6293","日精樹脂工業","東証PR","機械","20250502","816","-8","-0.97","824","824","828","815","820.51","34400","0.15","28226","18174","674","974","20250106","1010","19.21","20250407","704","15.91"
"6294","オカダアイヨン","東証PR","機械","20250502","1869","11","0.59","1858","1856","1869","1842","1856.71","16000","0.19","29707","15660","1458","2258","20250219","2170","13.87","20250407","1645","13.62"
"6297","鉱研工業","東証ST","機械","20250502","463","-10","-2.11","473","467","475","457","464.41","31500","0.35","14629","4153","393","553","20250212","497","6.84","20250407","370","25.14"
"6298","ワイエイシイホールディングス","東証PR","機械","20250502","800","0","0","800","803","812","790","800.72","66700","0.34","53408","15614","650","950","20250108","1053","24.03","20250407","615","30.08"
"6301","小松製作所","東証PR","機械","20250502","4256","117","2.83","4139","4179","4282","4155","4238.37","3230800","0.34","13693327","4047256","3439","4839","20250219","4850","12.25","20250407","3566","19.35"
"6302","住友重機械工業","東証PR","機械","20250502","2982.5","11.5","0.39","2971","3000","3019","2980","2991.56","319500","0.26","955802","366566","2471","3471","20250319","3342","10.76","20250407","2574","15.87"
"6305","日立建機","東証PR","機械","20250502","4307","34","0.8","4273","4282","4346","4267","4308.65","770400","0.36","3319386","926500","3573","4973","20250502","4346","0.9","20250407","3232","33.26"
"6306","日工","東証PR","機械","20250502","677","1","0.15","676","678","678","672","674.93","27700","0.07","18696","27080","576","776","20250106","733","7.64","20250407","600","12.83"
"6307","サンセイ","東証ST","機械","20250502","387","0","0","387","385","387","384","386","2400","0.03","926","3478","307","467","20250327","455","14.95","20250407","337","14.84"
"6309","巴工業","東証PR","機械","20250502","1355","-4","-0.29","1359","1347","1368","1346","1355.16","67700","0.21","91744","42817","1059","1659","20250401","1503","9.85","20250225","1182","14.64"
"6310","井関農機","東証PR","機械","20250502","1035","11","1.07","1024","1035","1037","1022","1032.24","33900","0.15","34993","23789","724","1324","20250321","1205","14.11","20250407","831","24.55"
"6312","フロイント産業","東証ST","機械","20250502","750","5","0.67","745","745","753","744","748.33","3900","0.02","2919","13800","595","895","20250213","810","7.41","20250407","655","14.5"
"6315","TOWA","東証PR","機械","20250502","1361","-8","-0.58","1369","1343","1363","1323","1347.73","2260300","3.01","3046265","102266","1069","1669","20250124","2200","38.14","20250407","960","41.77"
"6316","丸山製作所","東証ST","機械","20250502","1990","-4","-0.2","1994","1998","1998","1980","1990.26","2700","0.05","5374","10008","1594","2394","20250124","2184","8.88","20250407","1722","15.56"
"6317","北川鉄工所","東証ST","機械","20250502","1242","22","1.8","1220","1228","1242","1219","1230.4","20200","0.21","24854","11986","920","1520","20250327","1299","4.39","20250407","986","25.96"
"6319","シンニッタン","東証ST","鉄鋼","20250502","401","-1","-0.25","402","401","402","401","401.01","16100","0.03","6456","22055","322","482","20250311","412","2.67","20250130","197","103.55"
"6322","タクミナ","東証ST","機械","20250502","1561","6","0.39","1555","1555","1561","1554","1556.56","900","0.01","1401","12064","1155","1955","20250107","1728","9.66","20250407","1500","4.07"
"6323","ローツェ","東証PR","機械","20250502","1469","3.5","0.24","1465.5","1465.5","1482","1436.5","1463.31","1495500","0.85","2188374","259132","1165.5","1765.5","20250221","1941","24.32","20250407","966","52.07"
"6324","ハーモニック・ドライブ・システムズ","東証ST","機械","20250502","3390","115","3.51","3275","3250","3445","3225","3355.32","1182200","1.23","3966656","326509","2575","3975","20250225","5350","36.64","20250409","2404","41.01"
"6325","タカキタ","東証ST","機械","20250502","366","0","0","366","367","371","365","366.33","15000","0.11","5495","5124","286","446","20250217","389","5.91","20250407","348","5.17"
"6326","クボタ","東証PR","機械","20250502","1672.5","24.5","1.49","1648","1671.5","1679.5","1661","1671.65","3743300","0.33","6257473","1924875","1248","2048","20250128","1995","16.17","20250407","1460","14.55"
"6327","北川精機","東証ST","機械","20250502","607","-1","-0.16","608","613","613","605","609.45","7500","0.09","4571","5129","508","708","20250318","671","9.54","20250407","484","25.41"
"6328","荏原実業","東証PR","機械","20250502","3550","-15","-0.42","3565","3590","3610","3500","3539.73","11200","0.09","39645","45902","2865","4265","20250212","4515","21.37","20250407","2965","19.73"
"6330","東洋エンジニアリング","東証PR","建設","20250502","667","2","0.3","665","666","673","663","668","82800","0.21","55311","25719","565","765","20250319","762","12.47","20250407","530","25.85"
"6331","三菱化工機","東証PR","機械","20250502","1250","-1","-0.08","1251","1249","1259","1243","1251.7","70400","0.3","88119","29677","951","1551","20250328","1395","10.39","20250407","1029","21.48"
"6332","月島ホールディングス","東証PR","機械","20250502","1973","8","0.41","1965","1973","1995","1967","1981.68","124400","0.28","246521","87060","1565","2365","20250424","2010","1.84","20250117","1396","41.33"
"6333","帝国電機製作所","東証PR","機械","20250502","2825","18","0.64","2807","2807","2832","2783","2810.99","9000","0.05","25299","47686","2307","3310","20250306","3195","11.58","20250409","2509","12.59"
"6334","明治機械","東証ST","機械","20250502","279","2","0.72","277","276","280","274","277.51","5900","0.05","1637","3181","197","357","20250110","327","14.68","20250407","251","11.16"
"6335","東京機械製作所","東証ST","機械","20250502","377","-5","-1.31","382","378","381","377","377.79","6300","0.07","2380","3291","302","462","20250415","429","12.12","20250203","338","11.54"
"6336","石井表記","東証ST","機械","20250502","564","-8","-1.4","572","573","573","564","567.3","5000","0.06","2837","4612","472","672","20250314","605","6.78","20250408","480","17.5"
"6337","テセック","東証ST","機械","20250502","1377","0","0","1377","1382","1392","1363","1377.26","11600","0.2","15976","7957","1077","1677","20250129","1695","18.76","20250407","1096","25.64"
"6338","タカトリ","東証ST","機械","20250502","1432","-6","-0.42","1438","1509","1515","1421","1460.81","77900","1.42","113797","7864","1138","1738","20250127","1815","21.1","20250407","948","51.05"
"6339","新東工業","東証PR","機械","20250502","827","5","0.61","822","822","830","819","824.77","53300","0.1","43960","45138","672","972","20250106","953","13.22","20250407","659","25.49"
"6340","澁谷工業","東証PR","機械","20250502","3100","15","0.49","3085","3105","3150","3065","3106.08","35100","0.12","109024","87265","2385","3785","20250106","3890","20.31","20250407","2620","18.32"
"6342","太平製作所","東証ST","機械","20250502","3115","15","0.48","3100","3300","3300","3100","3197.97","5900","0.39","18868","4673","2400","3800","20250502","3300","5.61","20250407","2750","13.27"
"6343","フリージア・マクロス","東証ST","機械","20250502","96","0","0","96","96","98","96","96.6","97900","0.22","9458","4330","66","126","20250326","113","15.04","20250407","79","21.52"
"6345","アイチコーポレーション","東証PR","機械","20250502","1355","-22","-1.6","1377","1361","1381","1343","1362.29","255500","0.34","348066","101042","1077","1677","20250217","1541","12.07","20250411","1153","17.52"
"6346","キクカワエンタープライズ","東証ST","機械","20250502","5900","50","0.85","5850","5850","5900","5800","5861.25","800","0.06","4689","7788","4850","6850","20250425","6250","5.6","20250116","5050","16.83"
"6347","プラコー","東証ST","機械","20250502","202","0","0","202","202","202","201","201.58","1900","0.02","383","2029","122","282","20250414","244","17.21","20250407","182","10.99"
"6349","小森コーポレーション","東証PR","機械","20250502","1261","-5","-0.39","1266","1272","1286","1250","1260.08","129400","0.24","163054","67437","966","1566","20250218","1333","5.4","20250407","973","29.6"
"6351","鶴見製作所","東証PR","機械","20250502","3350","55","1.67","3295","3295","3395","3295","3349.48","16300","0.06","54597","92125","2595","3995","20250422","3595","6.82","20250407","2611","28.3"
"6356","日本ギア工業","東証ST","機械","20250502","473","-3","-0.63","476","478","480","470","473.47","47200","0.33","22348","6754","396","556","20250106","532","11.09","20250407","378","25.13"
"6357","三精テクノロジーズ","東証ST","機械","20250502","1248","1","0.08","1247","1247","1260","1231","1243.62","60200","0.31","74866","24126","947","1547","20250219","1438","13.21","20250407","1031","21.05"
"6358","酒井重工業","東証PR","機械","20250502","2007","5","0.25","2002","2002","2031","2000","2012.87","11300","0.13","22745","17753","1502","2502","20250213","2463","18.51","20250407","1712","17.23"
"6360","東京自働機械製作所","東証ST","機械","20250502","3530","-60","-1.67","3590","3590","3595","3520","3557.42","3300","0.23","11740","5126","2890","4290","20250219","4715","25.13","20250115","2830","24.73"
"6361","荏原製作所","東証PR","機械","20250502","2229","4.5","0.2","2224.5","2235","2250","2207.5","2231.48","1823300","0.39","4068666","1029950","1724.5","2724.5","20250127","2809","20.65","20250407","1770","25.93"
"6363","酉島製作所","東証PR","機械","20250502","1980","12","0.61","1968","1984","1996","1962","1979","39800","0.14","78764","57510","1568","2368","20250219","2495","20.64","20250407","1650","20"
"6364","AIRMAN","東証PR","機械","20250502","1822","13","0.72","1809","1810","1853","1799","1824.58","43200","0.14","78822","54961","1409","2209","20250219","2164","15.8","20250407","1543","18.08"
"6365","電業社機械製作所","東証ST","機械","20250502","4050","-20","-0.49","4070","4050","4070","4050","4056.88","800","0.02","3246","19346","3370","4770","20250304","4690","13.65","20250407","3560","13.76"
"6366","千代田化工建設","東証ST","建設","20250502","340","-6","-1.73","346","343","345","338","340.85","1386400","0.53","472552","88510","266","426","20250210","376","9.57","20250407","270","25.93"
"6367","ダイキン工業","東証PR","機械","20250502","17260","810","4.92","16450","16690","17345","16650","17160.94","1831100","0.62","31423392","5059147","12450","20450","20250127","19430","11.17","20250407","14935","15.57"
"6368","オルガノ","東証PR","機械","20250502","6850","-10","-0.15","6860","6840","6930","6830","6876.56","186400","0.4","1281791","317564","5860","7860","20250114","9130","24.97","20250407","4770","43.61"
"6369","トーヨーカネツ","東証PR","機械","20250502","3585","70","1.99","3515","3515","3610","3500","3561.09","41200","0.51","146717","28763","2815","4215","20250106","4380","18.15","20250407","3050","17.54"
"6370","栗田工業","東証PR","機械","20250502","4690","-35","-0.74","4725","4726","4728","4653","4686.75","498800","0.43","2337753","544981","4025","5425","20250107","5799","19.12","20250407","3701","26.72"
"6371","椿本チエイン","東証PR","機械","20250502","1757","8","0.46","1749","1745","1759","1734","1753.12","172700","0.16","302764","186617","1349","2149","20250319","1996","11.97","20250409","1546","13.65"
"6373","大同工業","東証ST","機械","20250502","816","-20","-2.39","836","834","840","811","826.99","32600","0.3","26960","8914","686","986","20250321","889","8.21","20250407","699","16.74"
"6376","日機装","東証PR","精密機器","20250502","1171","-3","-0.26","1174","1186","1188","1168","1175.14","188400","0.27","221397","81005","874","1474","20250318","1458","19.68","20250114","917","27.7"
"6378","木村化工機","東証ST","機械","20250502","687","0","0","687","691","695","687","689.98","60000","0.29","41399","14152","587","787","20250106","871","21.13","20250407","580","18.45"
"6379","レイズネクスト","東証PR","建設","20250502","1468","-17","-1.14","1485","1496","1496","1456","1472.11","27400","0.05","40336","79519","1185","1785","20250319","1622","9.49","20250407","1281","14.6"
"6380","オリエンタルチエン工業","東証ST","機械","20250502","-","0","0","1910","-","-","-","-","-","0","-","2802","1510","2310","20250425","1991","100","20250228","1720","-100"
"6381","アネスト岩田","東証PR","機械","20250502","1102","9","0.82","1093","1105","1108","1096","1102.53","20900","0.05","23043","46004","793","1393","20250106","1447","23.84","20250407","980","12.45"
"6382","トリニティ工業","東証ST","機械","20250502","1078","19","1.79","1059","1065","1078","1057","1068.03","7300","0.04","7797","19641","759","1359","20250326","1212","11.06","20250407","925","16.54"
"6383","ダイフク","東証PR","機械","20250502","3770","-25","-0.66","3795","3781","3838","3770","3784.66","862700","0.23","3265026","1431960","3095","4495","20250227","4119","8.47","20250205","3048","23.69"
"6384","昭和真空","東証ST","機械","20250502","1350","-5","-0.37","1355","1355","1355","1349","1350.89","900","0.01","1216","8774","1055","1655","20250418","1444","6.51","20250407","1101","22.62"
"6387","サムコ","東証PR","機械","20250502","2379","10","0.42","2369","2388","2403","2351","2379.79","18000","0.22","42836","19134","1869","2869","20250107","3315","28.24","20250407","1950","22"
"6390","加藤製作所","東証PR","機械","20250502","1168","-17","-1.43","1185","1187","1193","1165","1173.38","62600","0.53","73454","13717","885","1485","20250214","1423","17.92","20250407","992","17.74"
"6391","加地テック","東証ST","機械","20250502","3230","-45","-1.37","3275","3265","3290","3230","3250.38","2600","0.15","8451","5549","2575","3975","20250131","3870","16.54","20250407","2670","20.97"
"6392","ヤマダコーポレーション","東証ST","機械","20250502","4930","-35","-0.7","4965","4990","5010","4920","4975","1200","0.05","5970","11832","4265","5670","20250327","5800","15","20250120","4565","8"
"6393","油研工業","東証ST","機械","20250502","2384","-28","-1.16","2412","2393","2412","2376","2386.73","7000","0.16","16707","10753","1912","2912","20250107","2862","16.7","20250407","2025","17.73"
"6395","タダノ","東証PR","機械","20250502","988.3","5.7","0.58","982.6","988.8","998.6","985.2","991.27","218900","0.17","216988","127985","832.6","1133","20250319","1204","17.92","20250409","845","16.96"
"6396","宇野澤組鐵工所","東証ST","機械","20250502","2750","0","0","2750","2757","2863","2730","2773.42","11200","1","31062","3080","2250","3250","20250312","3220","14.6","20250407","2690","2.23"
"6400","不二精機","東証ST","機械","20250502","226","-3","-1.31","229","229","229","226","227.26","6800","0.08","1545","2046","149","309","20250328","265","14.72","20250407","197","14.72"
"6402","兼松エンジニアリング","東証ST","機械","20250502","1120","-19","-1.67","1139","1139","1139","1118","1123.26","4300","0.08","4830","6232","839","1439","20250425","1310","14.5","20250407","970","15.46"
"6403","水道機工","東証ST","機械","20250502","1800","48","2.74","1752","1752","1800","1752","1771.03","2900","0.07","5136","7733","1352","2152","20250206","1886","4.56","20250407","1437","25.26"
"6405","鈴茂器工","東証ST","機械","20250502","1970","10","0.51","1960","1974","1978","1931","1960.3","29300","0.23","57437","25531","1560","2360","20250310","2605","24.38","20250407","1653","19.18"
"6406","フジテック","東証PR","機械","20250502","5600","-17","-0.3","5617","5603","5645","5563","5599.71","91800","0.12","514053","441840","4617","6617","20250326","6472","13.47","20250407","5200","7.69"
"6407","CKD","東証PR","機械","20250502","2090","-2","-0.1","2092","2092","2101","2068","2089.23","225600","0.33","471329","141931","1592","2592","20250107","2651","21.16","20250407","1661","25.83"
"6408","小倉クラッチ","東証ST","機械","20250502","3350","50","1.52","3300","3350","3350","3350","3350","200","0.01","670","5204","2600","4000","20250425","3870","13.44","20250203","3015","11.11"
"6411","中野冷機","東証ST","機械","20250502","5450","30","0.55","5420","5430","5450","5430","5445","800","0.02","4356","27621","4420","6420","20250106","5930","8.09","20250407","5000","9"
"6412","平和","東証PR","機械","20250502","2211","6","0.27","2205","2219","2225","2199","2209.21","125100","0.13","276372","220678","1705","2705","20250319","2490","11.2","20250407","2055","7.59"
"6413","理想科学工業","東証PR","機械","20250502","1231","-3","-0.24","1234","1232","1237","1226","1232.09","32500","0.05","40043","88632","934","1534","20250106","1591","22.63","20250407","1007","22.24"
"6416","桂川電機","東証ST","機械","20250502","700","-30","-4.11","730","745","745","700","721.12","14500","0.93","10456","1087","580","880","20250501","855","18.13","20250407","593","18.04"
"6417","SANKYO","東証PR","機械","20250502","2144","-34.5","-1.58","2178.5","2173","2179.5","2116.5","2143.88","780900","0.3","1674155","557440","1678.5","2678.5","20250205","2380","9.92","20250407","1840","16.52"
"6418","日本金銭機械","東証PR","機械","20250502","995","-8","-0.8","1003","1000","1006","993","998.47","105900","0.36","105738","29524","703","1303","20250213","1228","18.97","20250407","796","25"
"6419","マースグループホールディングス","東証PR","機械","20250502","2992","14","0.47","2978","2978","2999","2967","2983.74","74000","0.33","220797","67978","2478","3480","20250130","3495","14.39","20250407","2686","11.39"
"6420","ガリレイ","東証PR","機械","20250502","2856","2","0.07","2854","2854","2891","2806","2850.08","37900","0.09","108018","126042","2354","3355","20250327","2918","2.12","20250407","2313","23.48"
"6424","高見沢サイバネティックス","東証ST","機械","20250502","1020","2","0.2","1018","1019","1075","1014","1031.26","4200","0.09","4331","4616","718","1318","20250304","1150","11.3","20250407","850","20"
"6425","ユニバーサルエンターテインメント","東証ST","機械","20250502","1091","-5","-0.46","1096","1090","1114","1079","1095.98","251500","0.31","275640","87493","796","1396","20250217","1213","10.06","20250407","786","38.8"
"6428","オーイズミ","東証ST","機械","20250502","328","1","0.31","327","327","332","320","327.56","107600","0.48","35246","7380","247","407","20250110","350","6.29","20250407","287","14.29"
"6430","ダイコク電機","東証PR","機械","20250502","2536","16","0.63","2520","2549","2571","2520","2548.17","77900","0.53","198502","37526","2020","3020","20250128","3065","17.26","20250407","2072","22.39"
"6432","竹内製作所","東証PR","機械","20250502","4530","65","1.46","4465","4490","4540","4475","4517.71","215000","0.44","971309","221965","3765","5170","20250219","5700","20.53","20250407","3915","15.71"
"6433","ヒーハイスト","東証ST","機械","20250502","380","-5","-1.3","385","385","386","376","379.88","18000","0.28","6838","2400","305","465","20250324","492","22.76","20250407","288","31.94"
"6436","アマノ","東証PR","機械","20250502","4217","90","2.18","4127","4180","4230","4161","4207.75","223700","0.29","941274","323266","3427","4827","20250424","4325","2.5","20250407","3419","23.34"
"6440","JUKI","東証PR","機械","20250502","382","-5","-1.29","387","388","391","382","385.03","88600","0.3","34114","11412","307","467","20250214","462","17.32","20250407","317","20.5"
"6444","サンデン","東証ST","機械","20250502","130","-2","-1.52","132","131","132","126","129.25","165100","0.15","21338","14520","82","182","20250106","148","12.16","20250407","106","22.64"
"6445","ジャノメ","東証PR","機械","20250502","1138","17","1.52","1121","1121","1141","1118","1130.6","50600","0.28","57209","20608","821","1421","20250423","1157","1.64","20250407","914","24.51"
"6448","ブラザー工業","東証PR","電気機器","20250502","2527","-3.5","-0.14","2530.5","2527.5","2555","2504","2528.3","717800","0.28","1814814","651349","2030.5","3031","20250303","3013","16.13","20250407","2188","15.49"
"6454","マックス","東証PR","機械","20250502","4310","110","2.62","4200","4260","4440","4260","4323.16","179800","0.39","777305","200576","3500","4900","20250319","4570","5.69","20250108","3380","27.51"
"6455","モリタホールディングス","東証PR","輸送用機器","20250502","2071","-19","-0.91","2090","2090","2090","2046","2068.93","76300","0.16","157860","97168","1590","2590","20250131","2240","7.54","20250407","1752","18.21"
"6457","グローリー","東証PR","機械","20250502","2505.5","5.5","0.22","2500","2512","2518","2489.5","2502.79","135200","0.23","338378","147670","2000","3000","20250321","2816","11.03","20250407","2136","17.3"
"6458","新晃工業","東証PR","機械","20250502","1212","5","0.41","1207","1207","1218","1200","1210.54","123500","0.16","149502","93777","907","1507","20250218","1323","8.39","20250407","1011","19.88"
"6459","大和冷機工業","東証PR","機械","20250502","1595","-15","-0.93","1610","1610","1610","1576","1594.94","19300","0.04","30782","82489","1210","2010","20250319","1875","14.93","20250407","1350","18.15"
