"SC","名称","市場","業種","日付","株価","前日比","前日比(％)","前日終値","始値","高値","安値","VWAP","出来高","出来高率(％)","売買代金(千円)","時価総額(百万円)","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率(％)","安値日付","年初来安値","年初来安値乖離率(％)"
"6460","セガサミーホールディングス","東証PR","機械","20250502","2940","1","0.03","2939","2930","2964.5","2923","2947.2","470700","0.2","1387248","709215","2439","3439","20250207","3361","12.53","20250407","2450","20"
"6463","TPR","東証PR","機械","20250502","2110","11","0.52","2099","2115","2125","2092","2112.42","42800","0.12","90412","72373","1599","2599","20250321","2549","17.22","20250407","1820","15.93"
"6464","ツバキ・ナカシマ","東証PR","機械","20250502","403","3","0.75","400","400","410","399","405.8","189100","0.45","76736","16765","320","480","20250127","490","17.76","20250407","319","26.33"
"6465","ホシザキ","東証PR","機械","20250502","6133","86","1.42","6047","6061","6161","6036","6114.53","311900","0.22","1907121","888611","5047","7047","20250319","6589","6.92","20250407","5098","20.3"
"6466","TVE","東証ST","機械","20250502","2103","31","1.5","2072","2054","2103","2054","2080.69","1600","0.06","3329","5177","1572","2572","20250106","2383","11.75","20250407","1833","14.73"
"6467","ニチダイ","東証ST","機械","20250502","349","-12","-3.32","361","360","360","347","351.84","50000","0.55","17592","3160","281","441","20250106","399","12.53","20250407","312","11.86"
"6469","放電精密加工研究所","東証ST","機械","20250502","1402","57","4.24","1345","1330","1424","1330","1398.25","103500","0.94","144719","15357","1045","1645","20250318","1650","15.03","20250407","1020","37.45"
"6470","大豊工業","東証ST","機械","20250502","643","-3","-0.46","646","646","655","636","645.41","58800","0.2","37950","18758","546","746","20250108","689","6.68","20250407","469","37.1"
"6471","日本精工","東証PR","機械","20250502","627.9","1.3","0.21","626.6","628","632.6","627.2","629.07","1623900","0.32","1021554","313950","526.6","726.6","20250326","689","8.87","20250407","539","16.49"
"6472","NTN","東証PR","機械","20250502","223.5","2.5","1.13","221","222.7","225.1","221.1","223.54","3644100","0.68","814589","119006","141","301","20250319","262","14.69","20250409","192","16.41"
"6473","ジェイテクト","東証PR","機械","20250502","1129","13","1.16","1116","1125","1135.5","1116","1129.26","1245600","0.39","1406600","359709","816","1416","20250131","1232","8.36","20250409","882","28"
"6474","不二越","東証PR","機械","20250502","3035","15","0.5","3020","3040","3065","3005","3039.7","32800","0.13","99702","75630","2320","3720","20250324","3700","17.97","20250409","2640","14.96"
"6479","ミネベアミツミ","東証PR","電気機器","20250502","2144","12","0.56","2132","2132","2158.5","2123.5","2143.79","1283300","0.3","2751126","915661","1632","2632","20250107","2589","17.19","20250409","1775","20.79"
"6480","日本トムソン","東証PR","機械","20250502","482","-1","-0.21","483","483","485","476","481.49","70900","0.1","34138","35428","403","563","20250306","537","10.24","20250407","380","26.84"
"6481","THK","東証PR","機械","20250502","3525","19","0.54","3506","3525","3547","3492","3527.26","376800","0.29","1329070","457746","2806","4206","20250318","4010","12.09","20250409","2971","18.65"
"6482","YUSHIN","東証ST","機械","20250502","623","-3","-0.48","626","623","629","622","624.37","17100","0.05","10677","22203","526","726","20250129","704","11.51","20250407","550","13.27"
"6484","KVK","東証ST","機械","20250502","1865","-8","-0.43","1873","1873","1873","1837","1870.39","1800","0.02","3367","15521","1473","2273","20250214","2050","9.02","20250407","1752","6.45"
"6485","前澤給装工業","東証ST","機械","20250502","1222","-15","-1.21","1237","1234","1242","1216","1224.35","9800","0.05","11999","26273","937","1537","20250221","1396","12.46","20250407","1104","10.69"
"6486","イーグル工業","東証PR","機械","20250502","1833","4","0.22","1829","1836","1843","1819","1830.17","30600","0.06","56003","91206","1429","2229","20250123","2138","14.27","20250407","1580","16.01"
"6488","ヨシタケ","東証ST","機械","20250502","652","2","0.31","650","664","664","652","657.12","4100","0.03","2694","9086","550","750","20250321","725","10.07","20250407","600","8.67"
"6489","前澤工業","東証ST","機械","20250502","1394","8","0.58","1386","1387","1394","1369","1382.08","36000","0.17","49755","28982","1086","1686","20250321","1428","2.38","20250117","1091","27.77"
"6490","PILLAR","東証PR","機械","20250502","3625","-15","-0.41","3640","3630","3665","3605","3632","44200","0.18","160535","90779","2940","4340","20250122","4520","19.8","20250407","2810","29"
"6492","岡野バルブ製造","東証ST","機械","20250502","-","0","0","4560","-","-","-","-","-","0","-","8176","3860","5260","20250106","7550","100","20250409","4020","-100"
"6493","NITTAN","東証ST","輸送用機器","20250502","269","-1","-0.37","270","271","272","269","270.19","14000","0.05","3783","7795","190","350","20250325","297","9.43","20250407","225","19.56"
"6494","NFKホールディングス","東証ST","機械","20250502","88","2","2.33","86","86","89","86","87.31","313200","0.71","27345","3877","56","116","20250331","98","10.2","20250407","74","18.92"
"6495","宮入バルブ製作所","東証ST","機械","20250502","106","-2","-1.85","108","108","117","104","110.46","3070800","6.29","339198","5178","58","158","20250401","127","16.54","20250120","82","29.27"
"6496","中北製作所","東証ST","機械","20250502","3325","-5","-0.15","3330","3330","3340","3270","3296.7","4700","0.12","15495","12744","2630","4030","20250324","3675","9.52","20250407","2750","20.91"
"6497","ハマイ","東証ST","機械","20250502","1071","-14","-1.29","1085","1085","1085","1062","1072.64","1400","0.02","1502","7951","785","1385","20250425","1159","7.59","20250407","910","17.69"
"6498","キッツ","東証PR","機械","20250502","1092","7","0.65","1085","1086","1094","1082","1089.46","136900","0.16","149147","95622","785","1385","20250313","1257","13.13","20250407","938","16.42"
"6501","日立製作所","東証PR","電気機器","20250502","3673","-8","-0.22","3681","3699","3711","3634","3676.51","12785700","0.28","47006772","16823595","2981","4381","20250218","4448","17.42","20250407","2590","41.81"
"6503","三菱電機","東証PR","電気機器","20250502","2810.5","-33","-1.16","2843.5","2850","2855","2790.5","2818.98","7901600","0.37","22274466","5939153","2343.5","3344","20250317","3052","7.91","20250407","2267","23.97"
"6504","富士電機","東証PR","電気機器","20250502","6366","-37","-0.58","6403","6455","6465","6322","6378.65","701600","0.47","4475261","950425","5403","7403","20250106","8720","27","20250407","4620","37.79"
"6505","東洋電機製造","東証ST","電気機器","20250502","1369","5","0.37","1364","1360","1377","1340","1358.12","42400","0.44","57584","13327","1064","1664","20250325","1433","4.47","20250407","1101","24.34"
"6506","安川電機","東証PR","電気機器","20250502","3077","81.5","2.72","2995.5","3034","3077","2992.5","3043.82","2548700","0.96","7757794","820607","2495.5","3496","20250122","4740","35.08","20250422","2582","19.17"
"6507","シンフォニアテクノロジー","東証PR","電気機器","20250502","6230","-20","-0.32","6250","6290","6300","6110","6214.75","179900","0.6","1118033","185586","5250","7250","20250130","7340","15.12","20250407","4260","46.24"
"6508","明電舎","東証PR","電気機器","20250502","4025","60","1.51","3965","4055","4090","3960","4032.23","281200","0.62","1133863","183248","3265","4665","20250227","4970","19.01","20250407","3090","30.26"
"6513","オリジン","東証ST","電気機器","20250502","1049","4","0.38","1045","1071","1071","1047","1056.47","1900","0.03","2007","7028","745","1345","20250106","1193","12.07","20250407","1001","4.8"
"6516","山洋電気","東証PR","電気機器","20250502","9750","-70","-0.71","9820","9820","9880","9690","9769.32","23700","0.18","231533","126479","8320","11320","20250425","9980","2.3","20250407","7360","32.47"
"6517","デンヨー","東証PR","電気機器","20250502","2353","38","1.64","2315","2306","2374","2298","2334.36","57500","0.25","134226","53789","1815","2815","20250106","2999","21.54","20250407","1931","21.85"
"6518","三相電機","東証ST","電気機器","20250502","780","0","0","780","780","780","780","780","200","0","156","3637","630","930","20250108","865","9.83","20250407","732","6.56"
"6521","オキサイド","東証GR","電気機器","20250502","1211","-36","-2.89","1247","1235","1247","1202","1217.25","63400","0.56","77173","13598","947","1547","20250106","1673","27.62","20250407","820","47.68"
"6522","アスタリスク","東証GR","電気機器","20250502","415","-1","-0.24","416","419","432","415","420.76","35800","0.47","15063","3144","336","496","20250107","670","38.06","20250407","348","19.25"
"6523","PHCホールディングス","東証PR","電気機器","20250502","966","4","0.42","962","965","967","953","962.38","127300","0.1","122511","122112","812","1112","20250213","1128","14.36","20250407","861","12.2"
"6524","湖北工業","東証ST","電気機器","20250502","1880","26","1.4","1854","1852","1892","1848","1867.33","116000","0.45","216610","48880","1454","2254","20250106","2943","36.12","20250407","1458","28.94"
"6525","KOKUSAI_ELECTRIC","東証PR","電気機器","20250502","2825.5","25.5","0.91","2800","2758.5","2845","2753","2803.9","4727900","1.99","13256563","672477","2300","3300","20250225","3730","24.25","20250409","1666","69.6"
"6526","ソシオネクスト","東証PR","電気機器","20250502","1607","-8","-0.5","1615","1646.5","1691.5","1605","1646.06","11581500","6.44","19063832","288869","1215","2015","20250110","2818","42.97","20250407","1234","30.23"
"6532","ベイカレント","東証PR","サービス","20250502","7684","73","0.96","7611","7581","7700","7524","7620.93","610600","0.39","4653341","1194181","6111","9111","20250414","7911","2.87","20250114","4904","56.69"
"6533","Orchestraホールディングス","東証PR","サービス","20250502","763","-10","-1.29","773","771","786","756","766.36","8900","0.09","6821","7656","623","923","20250328","914","16.52","20250407","587","29.98"
"6535","アイモバイル","東証PR","サービス","20250502","546","-1","-0.18","547","547","550","542","545.97","131100","0.23","71577","31748","447","647","20250428","557","1.97","20250407","441","23.81"
"6537","WASHハウス","東証GR","サービス","20250502","367","-4","-1.08","371","370","372","367","369.54","41700","0.6","15410","2542","291","451","20250212","440","16.59","20250407","275","33.45"
"6538","ディスラプターズ","東証ST","サービス","20250502","150","-2","-1.32","152","152","153","150","151.16","24600","0.12","3719","3149","102","202","20250219","187","19.79","20250407","123","21.95"
"6539","MS-Japan","東証PR","サービス","20250502","912","5","0.55","907","907","912","906","909.23","38000","0.15","34551","22797","757","1057","20250108","1120","18.57","20250407","845","7.93"
"6540","船場","東証ST","サービス","20250502","1363","-13","-0.94","1376","1376","1376","1363","1365.85","2600","0.02","3551","14648","1076","1676","20250430","1438","5.22","20250407","1190","14.54"
"6542","FCホールディングス","東証ST","サービス","20250502","1025","-16","-1.54","1041","1020","1030","1020","1021.97","7100","0.1","7256","7031","741","1341","20250213","1079","5","20250407","875","17.14"
"6543","日宣","東証ST","サービス","20250502","679","-2","-0.29","681","678","685","678","681.4","500","0.01","341","2764","581","781","20250414","740","8.24","20250409","611","11.13"
"6544","ジャパンエレベーターサービスホールディングス","東証PR","サービス","20250502","3165","45","1.44","3120","3105","3190","3105","3144.21","248800","0.28","782279","281898","2420","3820","20250423","3210","1.4","20250311","2485","27.36"
"6545","インターネットインフィニティー","東証GR","サービス","20250502","593","4","0.68","589","587","600","587","592.66","9600","0.18","5690","3219","489","689","20250218","640","7.34","20250117","466","27.25"
"6546","フルテック","東証ST","サービス","20250502","1095","-5","-0.45","1100","1103","1104","1094","1096.5","1000","0.02","1097","5878","800","1400","20250414","1195","8.37","20250130","1040","5.29"
"6547","グリーンズ","東証ST","サービス","20250502","2218","-22","-0.98","2240","2240","2247","2209","2225.36","50100","0.36","111491","30782","1740","2740","20250310","2762","19.7","20250106","1955","13.45"
"6548","旅工房","東証GR","サービス","20250502","170","0","0","170","175","175","170","172.35","19100","0.1","3292","3366","120","220","20250213","214","20.56","20250407","145","17.24"
"6549","ディーエムソリューションズ","東証ST","サービス","20250502","1398","0","0","1398","1400","1400","1398","1399.33","300","0.01","420","3983","1098","1698","20250210","1550","9.81","20250407","1148","21.78"
